drive,seed,mode,separation,within_corr,across_corr,internal_spread,broken,collective_mean_norm,max_update_speed
1.3,35,stress,0.030602319463692518,0.16728642518308853,0.13668410571939602,0.20102603411066866,8,1.3431535196509489e-15,3.0000000000009988
1.3,35,random_matched,0.056599458685213405,0.204489892820089,0.1478904341348756,0.18791456853855015,8,2.8636441063983066e-16,3.0000000000009988
1.3,36,stress,0.05539103437526055,0.19709260535063872,0.14170157097537817,0.31791371696126647,6,1.645794613810715e-16,3.000000000000967
1.3,36,random_matched,0.0985248985524573,0.23383572840174568,0.13531082984928838,0.41299389648976564,6,5.4672143489065705e-16,3.0000000000009974
1.3,37,stress,0.02723781408704562,0.16818250676871524,0.14094469268166962,1.4438695150271106,3,9.001563897717544e-16,3.0000000000009623
1.3,37,random_matched,0.04507710568834128,0.1754652482292544,0.13038814254091313,0.4119535205631252,3,9.598428763032926e-16,3.00000000000083
1.3,38,stress,0.09392358586251515,0.22002655232146373,0.12610296645894858,0.39056357931988395,6,5.183108742668368e-16,3.0000000000009903
1.3,38,random_matched,0.06215634186771864,0.18169117892284148,0.11953483705512284,0.3039003819860164,6,7.513967412811426e-16,3.0000000000009734
1.3,39,stress,0.00292641770186039,0.14671088232217644,0.14378446462031605,1.5748674222641097,1,6.795867010579066e-16,3.0000000000009766
1.3,39,random_matched,0.03131044002427008,0.16469591939143688,0.1333854793671668,2.078983706911972,1,6.24411634154147e-16,3.0000000000009766
1.3,40,stress,,0.1816996455204092,,1.523301883677117,0,7.649315353531954e-16,3.000000000000979
1.3,40,random_matched,,0.1816996455204092,,1.523301883677117,0,7.649315353531954e-16,3.000000000000979
1.3,41,stress,0.023176527785017997,0.15815298148813367,0.13497645370311567,0.19510090503180522,4,2.6558837364083264e-16,3.00000000000099
1.3,41,random_matched,0.08262086389364963,0.19482247152469345,0.11220160763104382,0.7692836008414078,4,1.0244109661044244e-15,3.0000000000009717
1.3,42,stress,0.0500239672765371,0.18531653134283194,0.13529256406629483,0.1853662948591995,5,1.1982100040128273e-15,3.000000000000984
1.3,42,random_matched,0.030705721692547927,0.16687248193645873,0.1361667602439108,1.0149807686726906,5,4.47545209131181e-16,3.0000000000009948
1.3,43,stress,0.03783526793358355,0.16933248990148583,0.13149722196790228,0.41678496083550787,2,1.0754166316384247e-15,3.0000000000008913
