model,seed,family,direction,normalized_trajectory_l2_error,memory_rms
diffusion_only,26090427,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617755
diffusion_only,26090427,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173655
diffusion_only,26090427,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568725
diffusion_only,26090428,heldout_harmonic_mode,plus,0.04894662035300177,0.0019197461139617755
diffusion_only,26090428,heldout_harmonic_mode,minus,0.04894545806323576,0.0019197461139617753
diffusion_only,26090428,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173653
diffusion_only,26090428,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090429,heldout_harmonic_mode,plus,0.048946620353001825,0.0019197461139617755
diffusion_only,26090429,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617757
diffusion_only,26090429,heldout_two_lobe_mode,plus,0.04894629509219049,0.0015132658141173653
diffusion_only,26090429,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090430,heldout_harmonic_mode,plus,0.04894662035300182,0.0019197461139617755
diffusion_only,26090430,heldout_harmonic_mode,minus,0.04894545806323581,0.0019197461139617757
diffusion_only,26090430,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173653
diffusion_only,26090430,heldout_two_lobe_mode,minus,0.048945776975114166,0.0015475966141568723
diffusion_only,26090431,heldout_harmonic_mode,plus,0.0489466203530018,0.0019197461139617755
diffusion_only,26090431,heldout_harmonic_mode,minus,0.04894545806323578,0.0019197461139617755
diffusion_only,26090431,heldout_two_lobe_mode,plus,0.048946295092190485,0.001513265814117365
diffusion_only,26090431,heldout_two_lobe_mode,minus,0.048945776975114166,0.0015475966141568723
diffusion_only,26090432,heldout_harmonic_mode,plus,0.04894662035300181,0.0019197461139617753
diffusion_only,26090432,heldout_harmonic_mode,minus,0.04894545806323578,0.0019197461139617753
diffusion_only,26090432,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173655
diffusion_only,26090432,heldout_two_lobe_mode,minus,0.04894577697511417,0.0015475966141568725
diffusion_only,26090433,heldout_harmonic_mode,plus,0.048946620353001756,0.0019197461139617755
diffusion_only,26090433,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617757
diffusion_only,26090433,heldout_two_lobe_mode,plus,0.048946295092190464,0.0015132658141173655
diffusion_only,26090433,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568725
diffusion_only,26090434,heldout_harmonic_mode,plus,0.04894662035300179,0.0019197461139617755
diffusion_only,26090434,heldout_harmonic_mode,minus,0.048945458063235796,0.0019197461139617753
diffusion_only,26090434,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173655
diffusion_only,26090434,heldout_two_lobe_mode,minus,0.048945776975114166,0.0015475966141568728
diffusion_only,26090435,heldout_harmonic_mode,plus,0.048946620353001784,0.0019197461139617753
diffusion_only,26090435,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617753
diffusion_only,26090435,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173653
diffusion_only,26090435,heldout_two_lobe_mode,minus,0.048945776975114146,0.0015475966141568723
diffusion_only,26090436,heldout_harmonic_mode,plus,0.04894662035300179,0.0019197461139617753
diffusion_only,26090436,heldout_harmonic_mode,minus,0.04894545806323577,0.0019197461139617753
diffusion_only,26090436,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173655
diffusion_only,26090436,heldout_two_lobe_mode,minus,0.04894577697511416,0.0015475966141568725
diffusion_only,26090437,heldout_harmonic_mode,plus,0.0489466203530018,0.001919746113961776
diffusion_only,26090437,heldout_harmonic_mode,minus,0.04894545806323578,0.0019197461139617753
diffusion_only,26090437,heldout_two_lobe_mode,plus,0.04894629509219051,0.0015132658141173653
diffusion_only,26090437,heldout_two_lobe_mode,minus,0.048945776975114166,0.0015475966141568728
diffusion_only,26090438,heldout_harmonic_mode,plus,0.04894662035300176,0.0019197461139617755
diffusion_only,26090438,heldout_harmonic_mode,minus,0.04894545806323575,0.0019197461139617755
diffusion_only,26090438,heldout_two_lobe_mode,plus,0.04894629509219048,0.0015132658141173653
diffusion_only,26090438,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090439,heldout_harmonic_mode,plus,0.04894662035300177,0.0019197461139617755
diffusion_only,26090439,heldout_harmonic_mode,minus,0.048945458063235796,0.0019197461139617753
diffusion_only,26090439,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173653
diffusion_only,26090439,heldout_two_lobe_mode,minus,0.04894577697511416,0.0015475966141568723
diffusion_only,26090440,heldout_harmonic_mode,plus,0.04894662035300176,0.0019197461139617753
diffusion_only,26090440,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617757
diffusion_only,26090440,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173653
diffusion_only,26090440,heldout_two_lobe_mode,minus,0.04894577697511413,0.0015475966141568725
diffusion_only,26090441,heldout_harmonic_mode,plus,0.04894662035300179,0.0019197461139617755
diffusion_only,26090441,heldout_harmonic_mode,minus,0.04894545806323577,0.0019197461139617753
diffusion_only,26090441,heldout_two_lobe_mode,plus,0.04894629509219048,0.0015132658141173653
diffusion_only,26090441,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090442,heldout_harmonic_mode,plus,0.04894662035300176,0.0019197461139617757
diffusion_only,26090442,heldout_harmonic_mode,minus,0.04894545806323575,0.0019197461139617753
diffusion_only,26090442,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173653
diffusion_only,26090442,heldout_two_lobe_mode,minus,0.04894577697511413,0.0015475966141568725
diffusion_only,26090443,heldout_harmonic_mode,plus,0.04894662035300179,0.001919746113961776
diffusion_only,26090443,heldout_harmonic_mode,minus,0.04894545806323578,0.001919746113961775
diffusion_only,26090443,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173655
diffusion_only,26090443,heldout_two_lobe_mode,minus,0.048945776975114146,0.0015475966141568725
diffusion_only,26090444,heldout_harmonic_mode,plus,0.04894662035300179,0.0019197461139617755
diffusion_only,26090444,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617753
diffusion_only,26090444,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173655
diffusion_only,26090444,heldout_two_lobe_mode,minus,0.04894577697511416,0.0015475966141568723
diffusion_only,26090445,heldout_harmonic_mode,plus,0.04894662035300179,0.0019197461139617755
diffusion_only,26090445,heldout_harmonic_mode,minus,0.04894545806323578,0.0019197461139617753
diffusion_only,26090445,heldout_two_lobe_mode,plus,0.0489462950921905,0.0015132658141173655
diffusion_only,26090445,heldout_two_lobe_mode,minus,0.04894577697511414,0.0015475966141568723
diffusion_only,26090446,heldout_harmonic_mode,plus,0.048946620353001756,0.0019197461139617755
diffusion_only,26090446,heldout_harmonic_mode,minus,0.04894545806323576,0.0019197461139617755
diffusion_only,26090446,heldout_two_lobe_mode,plus,0.048946295092190464,0.0015132658141173653
diffusion_only,26090446,heldout_two_lobe_mode,minus,0.04894577697511413,0.0015475966141568723
diffusion_only,26090447,heldout_harmonic_mode,plus,0.04894662035300181,0.0019197461139617755
diffusion_only,26090447,heldout_harmonic_mode,minus,0.048945458063235775,0.0019197461139617757
diffusion_only,26090447,heldout_two_lobe_mode,plus,0.048946295092190485,0.0015132658141173655
diffusion_only,26090447,heldout_two_lobe_mode,minus,0.04894577697511416,0.0015475966141568725
