model,seed,family,direction,relaxation_rate,equilibrium_gain,normalized_trajectory_l2_error
maxwell,26092421,calibration_mode_a,minus,0.2,0.0,2.252917851135065e-05
maxwell,26092421,calibration_mode_a,minus,0.2,0.01,2.4444699412500763e-05
maxwell,26092421,calibration_mode_a,minus,0.2,0.05,3.393964612016354e-05
maxwell,26092421,calibration_mode_a,minus,0.4,0.0,2.252917851135065e-05
maxwell,26092421,calibration_mode_a,minus,0.4,0.01,2.5645442174457008e-05
maxwell,26092421,calibration_mode_a,minus,0.4,0.05,4.1840832272686315e-05
maxwell,26092421,calibration_mode_b,plus,0.05,0.0,2.883644771683511e-05
maxwell,26092421,calibration_mode_b,plus,0.05,0.01,2.955664799535378e-05
maxwell,26092421,calibration_mode_b,plus,0.05,0.05,3.259273878626085e-05
maxwell,26092421,calibration_mode_b,plus,0.1,0.0,2.883644771683511e-05
maxwell,26092421,calibration_mode_b,plus,0.1,0.01,3.019507064455854e-05
maxwell,26092421,calibration_mode_b,plus,0.1,0.05,3.611750908001868e-05
maxwell,26092421,calibration_mode_b,plus,0.2,0.0,2.883644771683511e-05
maxwell,26092421,calibration_mode_b,plus,0.2,0.01,3.1255209049669006e-05
maxwell,26092421,calibration_mode_b,plus,0.2,0.05,4.221238873460436e-05
maxwell,26092421,calibration_mode_b,plus,0.4,0.0,2.883644771683511e-05
maxwell,26092421,calibration_mode_b,plus,0.4,0.01,3.26995572104434e-05
maxwell,26092421,calibration_mode_b,plus,0.4,0.05,5.078001764324903e-05
maxwell,26092421,calibration_mode_b,minus,0.05,0.0,1.564519046869967e-05
maxwell,26092421,calibration_mode_b,minus,0.05,0.01,1.5967654438427523e-05
maxwell,26092421,calibration_mode_b,minus,0.05,0.05,1.7602874979306943e-05
maxwell,26092421,calibration_mode_b,minus,0.1,0.0,1.564519046869967e-05
maxwell,26092421,calibration_mode_b,minus,0.1,0.01,1.6277116141218323e-05
maxwell,26092421,calibration_mode_b,minus,0.1,0.05,1.9901554615841437e-05
maxwell,26092421,calibration_mode_b,minus,0.2,0.0,1.564519046869967e-05
maxwell,26092421,calibration_mode_b,minus,0.2,0.01,1.683700523129937e-05
maxwell,26092421,calibration_mode_b,minus,0.2,0.05,2.4496908257031512e-05
maxwell,26092421,calibration_mode_b,minus,0.4,0.0,1.564519046869967e-05
maxwell,26092421,calibration_mode_b,minus,0.4,0.01,1.7693040114891645e-05
maxwell,26092421,calibration_mode_b,minus,0.4,0.05,3.174850511636657e-05
maxwell,26092422,calibration_mode_a,plus,0.05,0.0,2.215690097067239e-05
maxwell,26092422,calibration_mode_a,plus,0.05,0.01,2.27128533981902e-05
maxwell,26092422,calibration_mode_a,plus,0.05,0.05,2.516180439936239e-05
maxwell,26092422,calibration_mode_a,plus,0.1,0.0,2.215690097067239e-05
maxwell,26092422,calibration_mode_a,plus,0.1,0.01,2.321514131091302e-05
maxwell,26092422,calibration_mode_a,plus,0.1,0.05,2.8155422208494692e-05
maxwell,26092422,calibration_mode_a,plus,0.2,0.0,2.215690097067239e-05
maxwell,26092422,calibration_mode_a,plus,0.2,0.01,2.4067783113078956e-05
maxwell,26092422,calibration_mode_a,plus,0.2,0.05,3.356199309470741e-05
maxwell,26092422,calibration_mode_a,plus,0.4,0.0,2.215690097067239e-05
maxwell,26092422,calibration_mode_a,plus,0.4,0.01,2.526805965748053e-05
maxwell,26092422,calibration_mode_a,plus,0.4,0.05,4.14705643931895e-05
maxwell,26092422,calibration_mode_a,minus,0.05,0.0,2.2529178511343332e-05
maxwell,26092422,calibration_mode_a,minus,0.05,0.01,2.3086992670951605e-05
maxwell,26092422,calibration_mode_a,minus,0.05,0.05,2.5540527454336175e-05
maxwell,26092422,calibration_mode_a,minus,0.1,0.0,2.2529178511343332e-05
maxwell,26092422,calibration_mode_a,minus,0.1,0.01,2.3590584073690013e-05
maxwell,26092422,calibration_mode_a,minus,0.1,0.05,2.8535379575905084e-05
maxwell,26092422,calibration_mode_a,minus,0.2,0.0,2.2529178511343332e-05
maxwell,26092422,calibration_mode_a,minus,0.2,0.01,2.444469941247563e-05
maxwell,26092422,calibration_mode_a,minus,0.2,0.05,3.393964612015824e-05
maxwell,26092422,calibration_mode_a,minus,0.4,0.0,2.2529178511343332e-05
maxwell,26092422,calibration_mode_a,minus,0.4,0.01,2.5645442174446986e-05
maxwell,26092422,calibration_mode_a,minus,0.4,0.05,4.184083227267644e-05
maxwell,26092422,calibration_mode_b,plus,0.05,0.0,2.8836447716830403e-05
maxwell,26092422,calibration_mode_b,plus,0.05,0.01,2.9556647995372692e-05
maxwell,26092422,calibration_mode_b,plus,0.05,0.05,3.259273878626109e-05
maxwell,26092422,calibration_mode_b,plus,0.1,0.0,2.8836447716830403e-05
maxwell,26092422,calibration_mode_b,plus,0.1,0.01,3.0195070644565845e-05
maxwell,26092422,calibration_mode_b,plus,0.1,0.05,3.6117509080018544e-05
maxwell,26092422,calibration_mode_b,plus,0.2,0.0,2.8836447716830403e-05
maxwell,26092422,calibration_mode_b,plus,0.2,0.01,3.1255209049664316e-05
maxwell,26092422,calibration_mode_b,plus,0.2,0.05,4.221238873460112e-05
maxwell,26092422,calibration_mode_b,plus,0.4,0.0,2.8836447716830403e-05
maxwell,26092422,calibration_mode_b,plus,0.4,0.01,3.269955721045648e-05
maxwell,26092422,calibration_mode_b,plus,0.4,0.05,5.078001764323953e-05
maxwell,26092422,calibration_mode_b,minus,0.05,0.0,1.5645190468704628e-05
maxwell,26092422,calibration_mode_b,minus,0.05,0.01,1.5967654438428794e-05
maxwell,26092422,calibration_mode_b,minus,0.05,0.05,1.760287497930318e-05
maxwell,26092422,calibration_mode_b,minus,0.1,0.0,1.5645190468704628e-05
maxwell,26092422,calibration_mode_b,minus,0.1,0.01,1.6277116141235064e-05
maxwell,26092422,calibration_mode_b,minus,0.1,0.05,1.9901554615864673e-05
maxwell,26092422,calibration_mode_b,minus,0.2,0.0,1.5645190468704628e-05
maxwell,26092422,calibration_mode_b,minus,0.2,0.01,1.6837005231310202e-05
maxwell,26092422,calibration_mode_b,minus,0.2,0.05,2.4496908257015557e-05
maxwell,26092422,calibration_mode_b,minus,0.4,0.0,1.5645190468704628e-05
maxwell,26092422,calibration_mode_b,minus,0.4,0.01,1.7693040114873654e-05
maxwell,26092422,calibration_mode_b,minus,0.4,0.05,3.174850511636446e-05
maxwell,26092423,calibration_mode_a,plus,0.05,0.0,2.2156900970682544e-05
maxwell,26092423,calibration_mode_a,plus,0.05,0.01,2.271285339820183e-05
maxwell,26092423,calibration_mode_a,plus,0.05,0.05,2.516180439936112e-05
maxwell,26092423,calibration_mode_a,plus,0.1,0.0,2.2156900970682544e-05
maxwell,26092423,calibration_mode_a,plus,0.1,0.01,2.3215141310919245e-05
maxwell,26092423,calibration_mode_a,plus,0.1,0.05,2.8155422208488803e-05
maxwell,26092423,calibration_mode_a,plus,0.2,0.0,2.2156900970682544e-05
maxwell,26092423,calibration_mode_a,plus,0.2,0.01,2.406778311307141e-05
maxwell,26092423,calibration_mode_a,plus,0.2,0.05,3.356199309470965e-05
maxwell,26092423,calibration_mode_a,plus,0.4,0.0,2.2156900970682544e-05
maxwell,26092423,calibration_mode_a,plus,0.4,0.01,2.5268059657467872e-05
maxwell,26092423,calibration_mode_a,plus,0.4,0.05,4.1470564393180745e-05
maxwell,26092423,calibration_mode_a,minus,0.05,0.0,2.2529178511344782e-05
maxwell,26092423,calibration_mode_a,minus,0.05,0.01,2.3086992670950856e-05
maxwell,26092423,calibration_mode_a,minus,0.05,0.05,2.5540527454324056e-05
maxwell,26092423,calibration_mode_a,minus,0.1,0.0,2.2529178511344782e-05
maxwell,26092423,calibration_mode_a,minus,0.1,0.01,2.3590584073700967e-05
maxwell,26092423,calibration_mode_a,minus,0.1,0.05,2.853537957591291e-05
maxwell,26092423,calibration_mode_a,minus,0.2,0.0,2.2529178511344782e-05
maxwell,26092423,calibration_mode_a,minus,0.2,0.01,2.4444699412475803e-05
maxwell,26092423,calibration_mode_a,minus,0.2,0.05,3.393964612015796e-05
maxwell,26092423,calibration_mode_a,minus,0.4,0.0,2.2529178511344782e-05
maxwell,26092423,calibration_mode_a,minus,0.4,0.01,2.5645442174461118e-05
maxwell,26092423,calibration_mode_a,minus,0.4,0.05,4.1840832272689174e-05
maxwell,26092423,calibration_mode_b,plus,0.05,0.0,2.883644771682617e-05
maxwell,26092423,calibration_mode_b,plus,0.05,0.01,2.9556647995352437e-05
maxwell,26092423,calibration_mode_b,plus,0.05,0.05,3.259273878625855e-05
maxwell,26092423,calibration_mode_b,plus,0.1,0.0,2.883644771682617e-05
maxwell,26092423,calibration_mode_b,plus,0.1,0.01,3.0195070644560993e-05
maxwell,26092423,calibration_mode_b,plus,0.1,0.05,3.6117509080003765e-05
maxwell,26092423,calibration_mode_b,plus,0.2,0.0,2.883644771682617e-05
maxwell,26092423,calibration_mode_b,plus,0.2,0.01,3.1255209049660135e-05
maxwell,26092423,calibration_mode_b,plus,0.2,0.05,4.221238873460824e-05
maxwell,26092423,calibration_mode_b,plus,0.4,0.0,2.883644771682617e-05
maxwell,26092423,calibration_mode_b,plus,0.4,0.01,3.269955721044165e-05
maxwell,26092423,calibration_mode_b,plus,0.4,0.05,5.078001764323577e-05
maxwell,26092423,calibration_mode_b,minus,0.05,0.0,1.5645190468710265e-05
maxwell,26092423,calibration_mode_b,minus,0.05,0.01,1.5967654438433405e-05
maxwell,26092423,calibration_mode_b,minus,0.05,0.05,1.76028749793127e-05
maxwell,26092423,calibration_mode_b,minus,0.1,0.0,1.5645190468710265e-05
maxwell,26092423,calibration_mode_b,minus,0.1,0.01,1.627711614124825e-05
maxwell,26092423,calibration_mode_b,minus,0.1,0.05,1.9901554615849538e-05
maxwell,26092423,calibration_mode_b,minus,0.2,0.0,1.5645190468710265e-05
maxwell,26092423,calibration_mode_b,minus,0.2,0.01,1.6837005231325164e-05
maxwell,26092423,calibration_mode_b,minus,0.2,0.05,2.4496908257016686e-05
maxwell,26092423,calibration_mode_b,minus,0.4,0.0,1.5645190468710265e-05
maxwell,26092423,calibration_mode_b,minus,0.4,0.01,1.7693040114876517e-05
maxwell,26092423,calibration_mode_b,minus,0.4,0.05,3.1748505116370295e-05
